FError,LOC,XP,foosball,Partays,B$+
1,58403,minimal,no,none,no
0,22301,moderate,yes,many,no
1,58325,moderate,no,some,yes
1,32098,minimal,no,none,no
1,39942,minimal,no,many,no
0,5910,extensive,yes,none,yes
0,17028,moderate,yes,many,no
1,37826,minimal,no,some,no
0,24803,extensive,yes,some,yes
1,28286,moderate,yes,none,yes
0,39441,extensive,no,none,yes
1,28646,minimal,no,some,no
1,54135,minimal,no,many,no
0,21330,extensive,yes,none,yes
1,39718,moderate,yes,some,yes
0,14757,moderate,yes,none,no
1,34903,moderate,no,many,yes
0,19462,minimal,yes,some,no
1,53735,moderate,yes,none,yes
1,12950,minimal,no,some,yes
1,50069,extensive,yes,some,yes
0,29383,extensive,yes,some,yes
1,19704,moderate,yes,none,yes
1,24167,minimal,yes,some,no
0,11997,extensive,yes,some,yes
1,42662,extensive,no,many,no
1,26868,extensive,no,none,yes
0,16636,moderate,yes,none,yes
1,30215,minimal,yes,some,no
0,26368,extensive,yes,some,yes
0,16620,moderate,no,some,yes
0,4968,extensive,no,some,no
0,14069,extensive,yes,none,yes
0,8758,extensive,no,many,yes
0,10787,extensive,yes,none,yes
0,41701,extensive,no,some,yes
0,15953,minimal,yes,some,no
0,22624,extensive,yes,none,yes
0,41780,moderate,yes,some,yes
1,28670,moderate,no,some,no
1,37200,moderate,no,many,no
1,35897,moderate,no,many,no
0,10866,moderate,no,none,yes
1,55474,minimal,yes,some,no
0,18650,extensive,yes,some,yes
0,7963,moderate,yes,many,yes
1,46225,minimal,yes,many,yes
1,60127,minimal,no,many,no
0,28897,extensive,yes,none,yes
1,23941,minimal,yes,some,no
1,25159,moderate,no,none,yes
1,40169,minimal,yes,none,no
1,24594,minimal,yes,some,yes
0,37330,moderate,no,none,yes
1,44094,extensive,yes,none,yes
1,45062,extensive,yes,many,no
0,23257,extensive,no,none,yes
0,16644,extensive,yes,none,yes
0,20076,moderate,yes,many,no
0,33571,moderate,yes,some,yes
1,35569,minimal,yes,none,no
1,6351,minimal,yes,none,yes
0,35940,moderate,yes,many,no
1,40770,minimal,yes,none,no
1,72790,moderate,yes,none,yes
1,36674,minimal,no,none,no
1,39507,moderate,yes,none,yes
1,61506,minimal,no,many,no
0,18457,moderate,yes,some,no
0,5640,extensive,yes,none,no
0,44728,extensive,no,some,no
1,12107,moderate,yes,many,no
0,28040,extensive,yes,none,yes
0,13413,extensive,yes,some,yes
1,30525,minimal,yes,many,no
0,14450,moderate,yes,none,yes
0,29443,moderate,yes,none,no
1,9389,moderate,yes,some,no
1,50390,moderate,no,many,no
1,14744,moderate,no,some,no
0,19799,moderate,yes,many,no
0,23793,moderate,no,some,no
0,26023,extensive,no,some,yes
0,13622,moderate,yes,some,no
0,18584,extensive,no,some,no
0,30076,extensive,no,some,yes
1,6858,minimal,no,many,no
0,16817,extensive,no,some,yes
1,27277,minimal,no,some,no
1,23492,moderate,yes,many,no
1,44286,extensive,yes,many,yes
0,38793,extensive,yes,some,yes
0,36995,minimal,yes,some,no
1,64765,moderate,no,none,yes
1,53974,moderate,yes,none,no
0,26558,minimal,yes,some,yes
0,33267,minimal,no,none,no
1,41583,moderate,no,some,yes
1,48421,minimal,yes,some,no
1,34502,extensive,yes,many,yes
0,55424,extensive,no,none,yes
0,13253,extensive,yes,some,no
0,31597,minimal,no,many,no
0,11799,minimal,yes,some,no
1,15657,minimal,yes,none,yes
0,54088,moderate,no,some,yes
0,33494,extensive,yes,none,yes
0,14041,minimal,yes,some,no
0,20584,extensive,no,none,yes
1,21316,extensive,yes,many,no
0,12998,moderate,no,none,yes
1,37743,extensive,no,some,yes
1,46075,extensive,no,some,yes
0,32222,minimal,no,some,no
0,5547,moderate,yes,many,yes
0,3785,moderate,no,some,no
1,51539,minimal,yes,some,no
0,13696,moderate,yes,some,yes
1,63841,minimal,yes,none,no
1,44760,extensive,yes,many,yes
0,8909,moderate,yes,some,no
0,28911,extensive,no,none,yes
0,31081,moderate,yes,none,yes
1,42495,minimal,no,some,yes
1,23934,minimal,yes,none,yes
0,21047,extensive,yes,some,yes
1,66024,extensive,yes,many,yes
1,24265,minimal,no,some,no
0,27598,extensive,yes,some,yes
0,6942,extensive,yes,some,no
1,79910,minimal,yes,some,no
1,26441,extensive,yes,many,no
0,29426,moderate,no,none,yes
1,74827,moderate,yes,none,yes
0,14551,moderate,no,some,no
1,42016,minimal,yes,many,yes
0,7064,moderate,yes,none,yes
0,27885,extensive,yes,some,yes
1,51504,moderate,no,none,yes
1,71398,extensive,no,none,yes
1,21667,minimal,no,none,yes
1,16652,minimal,yes,some,no
0,2837,extensive,no,many,yes
1,35867,moderate,yes,some,no
1,16062,minimal,no,none,no
0,69888,minimal,yes,some,no
1,63107,moderate,no,some,no
0,19398,extensive,yes,some,no
1,63870,moderate,yes,many,yes
0,26475,extensive,yes,none,yes
1,16581,moderate,yes,none,no
1,11511,minimal,yes,none,no
1,64993,minimal,yes,none,no
1,49325,minimal,yes,some,no
0,10558,extensive,no,many,yes
1,29056,minimal,yes,none,no
1,20643,moderate,yes,many,no
1,56273,minimal,no,none,no
0,32143,extensive,yes,none,yes
1,33574,minimal,yes,some,no
0,15320,extensive,yes,some,no
1,58952,extensive,no,many,yes
1,27615,minimal,yes,some,no
0,8547,minimal,yes,none,no
1,26963,minimal,no,some,yes
0,29821,extensive,yes,some,yes
0,27706,moderate,no,some,yes
0,21143,moderate,yes,some,no
0,23381,extensive,no,none,yes
1,63684,minimal,yes,none,no
0,22153,minimal,no,some,no
1,12540,minimal,yes,many,yes
0,3584,minimal,no,many,no
1,54613,minimal,yes,none,no
0,5612,moderate,no,some,no
1,59503,moderate,yes,none,no
1,48590,minimal,no,none,no
1,50756,extensive,yes,many,yes
1,36196,moderate,yes,some,no
1,57060,minimal,yes,none,no
0,27783,minimal,no,some,no
1,70087,minimal,yes,some,yes
0,14090,moderate,yes,some,no
0,19332,extensive,no,none,no
0,6547,extensive,yes,some,yes
0,8108,minimal,yes,none,no
0,38514,moderate,yes,some,no
0,56507,extensive,yes,none,yes
0,23654,extensive,no,none,no
0,8189,extensive,yes,some,yes
0,22324,minimal,no,some,yes
1,28293,minimal,yes,none,no
0,22942,extensive,yes,some,no
1,30491,minimal,no,none,no
0,21435,extensive,no,none,yes
0,3780,extensive,yes,some,yes
1,44123,minimal,yes,many,no
0,13021,minimal,yes,none,no
0,25106,extensive,yes,some,yes
1,18977,minimal,no,some,no
1,27154,moderate,no,some,no
0,10711,extensive,yes,many,yes
0,17751,minimal,yes,none,no
1,34703,minimal,yes,none,yes
0,21375,extensive,yes,none,no
1,38608,minimal,no,some,no
0,10596,minimal,yes,none,no
1,40503,minimal,no,none,no
0,8910,extensive,yes,none,yes
1,61315,extensive,no,some,yes
0,14057,moderate,no,some,no
0,9213,extensive,no,many,yes
1,44148,moderate,yes,some,yes
0,20718,moderate,yes,none,no
0,12056,minimal,no,some,no
1,26357,moderate,yes,many,yes
1,47903,minimal,yes,some,no
0,13626,moderate,yes,none,yes
1,32494,moderate,yes,some,yes
1,12624,minimal,no,some,yes
1,11655,moderate,yes,many,yes
0,41473,moderate,yes,none,no
1,26636,moderate,yes,many,no
1,52490,minimal,yes,many,yes
0,18927,minimal,yes,some,no
0,27821,moderate,yes,some,yes
1,56612,moderate,yes,many,yes
1,44652,minimal,yes,some,yes
0,43489,extensive,yes,none,yes
1,75544,minimal,no,some,no
0,9340,moderate,yes,some,yes
0,14659,minimal,no,some,no
0,36477,extensive,no,some,yes
1,12863,extensive,no,many,yes
1,52812,extensive,yes,some,yes
1,52580,moderate,no,some,no
0,21224,extensive,no,some,yes
0,30980,moderate,yes,some,yes
1,45122,minimal,yes,some,no
1,39335,minimal,no,none,no
1,31741,minimal,yes,none,no
0,20804,extensive,no,many,yes
0,24737,extensive,yes,none,yes
1,77970,extensive,no,some,yes
1,34486,minimal,no,none,no
1,51543,moderate,yes,many,yes
1,22107,minimal,no,many,no
1,7266,minimal,yes,none,no
1,35736,minimal,yes,some,no
1,19746,extensive,no,many,no
0,20573,extensive,yes,some,no
1,50281,minimal,yes,none,no
0,49272,extensive,yes,some,yes
0,33069,extensive,no,some,yes
1,36238,moderate,no,none,no
1,44081,minimal,yes,many,no
0,20505,moderate,no,some,yes
1,61573,moderate,no,some,no
1,23875,moderate,no,none,yes
0,54494,extensive,yes,some,yes
1,70458,extensive,no,many,no
0,37511,moderate,no,some,yes
0,16957,moderate,no,none,no
1,28246,extensive,yes,many,no
1,43815,minimal,no,some,no
1,51502,minimal,yes,none,no
0,19795,moderate,yes,some,yes
1,31326,moderate,no,some,no
1,52192,minimal,yes,many,no
0,9474,extensive,no,some,no
0,7989,minimal,yes,none,yes
0,42443,extensive,yes,some,yes
0,34680,moderate,yes,some,no
1,12223,minimal,yes,many,yes
0,7245,extensive,no,many,no
0,21882,extensive,no,many,no
0,14275,extensive,yes,many,yes
1,38879,minimal,yes,many,no
1,38154,extensive,yes,some,yes
1,32887,minimal,yes,some,no
1,54625,extensive,yes,none,yes
0,19027,moderate,yes,some,yes
0,11526,minimal,yes,some,yes
0,29357,extensive,yes,some,yes
1,8087,moderate,yes,some,no
1,45389,extensive,no,some,no
0,30501,moderate,yes,none,no
1,71496,extensive,yes,none,yes
0,18598,extensive,yes,some,yes
0,37509,extensive,no,some,no
0,32877,minimal,no,some,no
1,54289,extensive,yes,many,yes
1,25161,minimal,yes,none,no
1,13990,minimal,yes,none,no
0,10096,extensive,no,some,no
0,35650,extensive,yes,many,yes
0,24351,moderate,no,some,yes
0,13346,minimal,yes,many,no
0,27183,extensive,yes,none,yes
0,21313,extensive,no,many,yes
1,23355,minimal,yes,some,no
0,23051,moderate,yes,none,yes
1,12285,minimal,yes,some,no
0,26631,extensive,no,none,yes
0,10828,extensive,no,none,no
0,16213,moderate,no,some,yes
1,37865,minimal,no,none,no
1,25451,moderate,yes,none,yes
0,11508,moderate,yes,many,yes
0,25116,extensive,no,none,yes
1,22933,minimal,yes,none,yes
0,12221,moderate,no,some,no
0,21881,minimal,no,none,yes
0,19666,minimal,yes,some,yes
1,37644,minimal,no,some,no
0,11631,extensive,yes,none,yes
0,41775,extensive,yes,some,yes
1,24560,moderate,yes,none,yes
0,38778,extensive,yes,some,yes
1,14939,moderate,no,many,yes
0,12172,minimal,yes,some,no
1,20021,minimal,yes,many,no
0,49652,moderate,yes,some,no
1,27146,minimal,yes,none,no
0,26231,minimal,no,none,no
0,48137,moderate,no,some,no
0,18688,moderate,no,some,no
0,18096,moderate,yes,some,no
1,49955,minimal,yes,some,yes
1,25055,extensive,yes,many,yes
1,23748,minimal,yes,none,no
0,35343,extensive,no,some,yes
0,17706,moderate,yes,many,no
1,14073,extensive,yes,some,yes
0,38387,extensive,no,none,yes
0,21370,extensive,yes,some,no
1,24143,extensive,no,some,no
1,43161,moderate,yes,some,no
0,24818,moderate,yes,many,no
1,44300,moderate,no,some,yes
0,59224,extensive,yes,some,yes
0,35551,moderate,yes,many,no
0,33383,minimal,yes,some,no
1,31590,moderate,yes,some,no
1,32183,minimal,yes,some,no
0,41744,extensive,yes,some,yes
0,15235,minimal,yes,none,yes
1,54350,moderate,yes,some,no
0,29353,moderate,no,some,no
1,27038,moderate,no,some,no
0,29516,moderate,yes,some,no
1,58847,minimal,no,some,no
1,57817,moderate,no,some,no
1,29570,moderate,no,some,yes
1,71456,moderate,yes,many,yes
1,31519,moderate,yes,none,no
1,38819,minimal,no,none,yes
1,56663,moderate,yes,none,yes
1,69547,extensive,no,some,yes
0,14203,moderate,yes,some,no
0,14268,extensive,yes,none,yes
0,9305,extensive,yes,none,yes
1,81836,minimal,yes,many,no
1,31114,minimal,yes,many,yes
0,40307,moderate,no,some,yes
0,24918,minimal,yes,some,no
1,46816,moderate,no,none,yes
1,37519,moderate,yes,none,no
1,24601,moderate,yes,none,no
0,43560,extensive,no,some,yes
1,21488,minimal,no,some,yes
1,17970,minimal,no,none,yes
1,7783,minimal,no,none,no
1,35870,minimal,no,many,no
0,29424,extensive,yes,many,yes
0,16245,moderate,yes,none,no
0,27137,extensive,yes,some,yes
1,22024,moderate,yes,none,no
0,22292,moderate,yes,some,no
0,10517,minimal,yes,none,yes
0,52980,extensive,no,some,yes
1,42623,minimal,yes,some,no
0,26625,extensive,no,none,yes
0,16573,minimal,yes,some,no
0,9450,minimal,yes,none,no
1,19545,moderate,yes,some,yes
1,12024,minimal,yes,some,no
1,41655,moderate,yes,some,yes
0,19234,minimal,no,none,no
0,28627,extensive,yes,some,yes
0,3441,moderate,yes,some,yes
0,28571,minimal,yes,none,yes
1,25271,moderate,yes,many,yes
0,19014,minimal,yes,many,no
0,14864,minimal,yes,none,yes
1,28473,moderate,yes,none,no
0,34120,extensive,no,some,yes
1,56851,moderate,yes,none,yes
0,19010,extensive,yes,none,no
1,39345,minimal,yes,none,no
1,5743,minimal,no,many,no
1,39231,minimal,yes,many,no
1,35650,extensive,yes,many,yes
0,14644,moderate,no,none,no
1,21669,extensive,yes,many,yes
0,10022,extensive,no,some,yes
0,27766,minimal,yes,none,no
0,55370,extensive,yes,some,yes
0,33744,minimal,no,some,yes
1,40214,moderate,yes,some,no
0,6556,moderate,no,none,no
1,44014,extensive,yes,many,no
1,13883,extensive,yes,none,no
0,35924,moderate,yes,many,yes
1,12528,minimal,yes,none,no
0,6561,extensive,yes,none,no
0,38203,extensive,no,none,yes
0,6977,minimal,yes,none,no
1,29243,moderate,yes,many,no
0,18170,extensive,yes,some,yes
0,36769,moderate,yes,none,no
1,38241,extensive,yes,many,yes
1,74073,extensive,no,many,yes
0,9885,extensive,no,none,yes
1,32266,extensive,yes,many,yes
1,51378,moderate,yes,many,no
1,75262,minimal,yes,many,yes
0,21524,minimal,no,many,no
1,18951,moderate,yes,many,yes
0,34086,extensive,no,none,yes
0,19205,extensive,yes,some,yes
1,27497,minimal,yes,some,yes
1,34696,minimal,yes,many,no
1,35817,moderate,yes,some,no
0,39272,minimal,yes,none,no
1,29776,minimal,no,none,no
1,11222,minimal,no,none,no
0,38444,minimal,no,none,no
1,39063,moderate,no,some,yes
1,23330,moderate,no,none,no
0,11888,extensive,yes,some,yes
0,22860,extensive,yes,many,yes
0,47309,extensive,no,many,yes
1,37628,extensive,yes,none,yes
1,28704,minimal,no,many,no
0,19453,moderate,no,some,no
1,46130,minimal,yes,some,no
0,26197,minimal,no,some,yes
0,12681,extensive,yes,none,yes
1,38378,moderate,yes,some,no
1,34796,minimal,yes,some,no
1,79566,extensive,yes,some,yes
1,35637,extensive,no,some,yes
0,19403,extensive,yes,none,yes
0,31073,extensive,yes,many,yes
0,46021,extensive,yes,many,yes
1,33501,moderate,no,some,no
1,24797,moderate,no,none,yes
0,14445,minimal,yes,none,no
1,49562,minimal,yes,none,no
0,39862,extensive,yes,some,yes
1,35515,extensive,yes,some,yes
1,44645,moderate,no,many,no
0,38157,extensive,yes,some,yes
1,52108,minimal,no,some,no
1,45250,moderate,no,none,yes
0,11381,extensive,no,some,yes
1,41067,minimal,no,some,no
0,15900,moderate,yes,some,no
1,17361,minimal,no,some,no
0,30027,moderate,yes,some,yes
0,9446,extensive,yes,some,no
1,7695,minimal,yes,many,yes
0,46571,extensive,yes,none,yes
0,16211,extensive,yes,some,yes
0,56906,extensive,no,some,yes
0,13168,moderate,yes,some,yes
0,48135,extensive,no,some,yes
1,53153,minimal,no,none,no
0,7369,extensive,yes,none,yes
0,23397,extensive,yes,none,yes
0,13821,extensive,yes,some,yes
1,45851,minimal,yes,none,no
1,24072,minimal,no,some,no
1,68459,extensive,no,many,yes
1,50395,minimal,no,some,no
1,59350,minimal,yes,none,no
1,31806,minimal,no,some,yes
0,16240,moderate,yes,many,no
0,33086,extensive,yes,some,no
0,19291,extensive,yes,many,yes
0,24358,minimal,no,some,no
1,36058,moderate,no,none,no
0,30441,moderate,no,some,no
0,8872,extensive,yes,many,yes
0,23735,extensive,yes,some,yes
0,40421,extensive,no,some,yes
1,23566,moderate,no,some,no
0,32901,moderate,yes,some,yes
1,56512,extensive,yes,some,yes
0,6092,moderate,no,many,yes
0,11108,moderate,no,none,no
0,32098,minimal,no,some,yes
1,33830,minimal,no,some,no
0,48936,extensive,no,some,yes
0,8885,extensive,no,some,yes
0,29684,minimal,no,none,yes
0,28078,moderate,no,some,no
0,34898,extensive,yes,some,yes
0,19415,moderate,no,some,yes
0,9546,extensive,yes,some,no
0,16920,extensive,no,many,yes
0,23379,extensive,yes,none,no
0,20585,moderate,no,some,yes
0,20208,minimal,yes,none,no
1,45324,moderate,yes,none,yes
0,45203,moderate,no,some,yes
0,14818,extensive,yes,some,yes
0,29910,extensive,yes,many,yes
0,36782,extensive,no,none,yes
0,24109,moderate,no,some,yes
0,28792,moderate,yes,some,yes
0,46465,minimal,yes,some,no
0,46212,extensive,no,none,yes
0,44230,extensive,no,none,yes
0,34581,moderate,no,some,no
0,33507,extensive,no,many,yes
1,53875,minimal,yes,some,no
0,46679,moderate,yes,some,yes
0,57907,minimal,yes,some,yes
1,51279,moderate,no,some,no
0,49602,extensive,no,some,yes
1,31659,moderate,yes,many,no
0,40156,extensive,yes,some,yes
0,24905,extensive,yes,some,yes
0,23674,moderate,yes,none,yes
1,33533,minimal,yes,some,no
1,54030,minimal,no,some,no
1,46993,minimal,no,none,no
1,13758,minimal,no,many,no
0,2976,minimal,no,none,no
1,53781,moderate,no,some,no
0,10498,minimal,yes,some,no
0,31922,extensive,no,some,yes
0,4672,minimal,no,some,no
0,16100,extensive,yes,none,yes
1,58476,minimal,yes,many,yes
1,28404,minimal,yes,some,no
0,20821,moderate,yes,none,no
1,36733,moderate,no,none,yes
1,66335,minimal,yes,none,no
1,36870,minimal,no,some,yes
1,25627,minimal,no,some,no
0,24928,moderate,yes,some,no
0,30299,moderate,no,many,yes
1,37941,extensive,no,some,no
0,17421,extensive,no,some,yes
1,61376,moderate,yes,none,yes
0,9620,moderate,yes,some,yes
0,27535,moderate,no,none,no
0,12462,minimal,yes,some,no
0,11338,moderate,yes,many,yes
1,27771,minimal,yes,many,no
1,46138,moderate,no,some,yes
0,21387,minimal,no,some,no
1,52787,minimal,no,some,no
1,46297,minimal,no,none,no
0,42547,extensive,no,some,no
1,33922,minimal,yes,some,no
1,54662,extensive,yes,none,no
1,46389,minimal,no,some,no
1,35198,minimal,no,many,no
0,4494,moderate,no,none,yes
0,29067,extensive,no,some,yes
1,37465,minimal,yes,none,yes
0,16047,minimal,yes,some,no
1,57979,moderate,yes,some,yes
1,38967,extensive,yes,none,no
1,24541,minimal,no,none,no
0,43210,extensive,yes,none,yes
0,11357,extensive,yes,some,no
1,39758,extensive,yes,many,no
0,4990,extensive,no,many,yes
1,60533,moderate,yes,some,no
0,30977,moderate,no,some,no
0,15586,extensive,yes,some,yes
1,36691,moderate,yes,many,no
1,38595,moderate,yes,none,no
1,41532,minimal,no,many,no
1,21036,minimal,no,some,no
1,15214,moderate,yes,some,yes
0,27091,extensive,no,some,yes
1,41163,minimal,yes,many,no
1,24507,minimal,yes,some,yes
1,50592,moderate,no,some,yes
0,24408,moderate,yes,none,yes
0,10381,minimal,no,some,no
1,15449,minimal,no,many,no
0,13424,extensive,yes,none,no
0,9753,extensive,no,none,yes
0,14911,minimal,yes,some,no
0,38183,moderate,yes,some,yes
1,55647,moderate,yes,none,no
1,26848,minimal,yes,some,yes
1,35623,minimal,yes,many,no
1,40864,moderate,yes,many,no
0,27119,moderate,no,some,no
1,49567,moderate,no,many,yes
0,16753,minimal,yes,none,yes
0,30193,moderate,yes,some,yes
1,56866,moderate,yes,some,no
1,34804,moderate,yes,none,no
1,56015,minimal,yes,some,no
1,32074,minimal,no,some,no
0,16955,extensive,yes,none,yes
0,16928,moderate,no,none,yes
1,47605,minimal,yes,many,no
