FError,LOC,XP,foosball,Partays,B$+
0,32256,extensive,yes,none,yes
0,17666,extensive,yes,many,yes
0,16536,extensive,no,some,yes
1,17980,minimal,yes,some,yes
1,37250,moderate,yes,many,yes
0,13767,minimal,yes,none,no
0,22237,minimal,yes,some,no
1,17321,minimal,yes,none,yes
1,26473,minimal,no,none,no
1,34139,moderate,yes,many,no
0,33814,extensive,no,some,yes
1,31083,moderate,no,some,no
1,31857,moderate,yes,many,no
0,14194,moderate,yes,some,yes
0,25497,extensive,yes,some,no
1,38575,moderate,no,none,yes
1,17563,moderate,yes,some,yes
0,7245,extensive,yes,some,yes
0,13279,moderate,yes,many,yes
1,34888,minimal,no,none,no
1,9385,minimal,yes,some,no
1,53122,extensive,no,none,yes
1,19876,extensive,yes,some,no
1,67272,minimal,yes,some,no
0,24109,extensive,yes,many,yes
1,47306,moderate,no,some,yes
1,45665,minimal,yes,some,no
1,36780,moderate,yes,none,yes
1,58261,extensive,no,some,yes
1,26242,minimal,no,many,yes
0,22618,extensive,no,some,no
0,14690,extensive,no,some,yes
0,28238,moderate,no,none,yes
1,31950,minimal,no,many,no
1,51044,minimal,yes,none,no
0,17740,extensive,no,some,no
0,14772,extensive,yes,many,yes
0,20315,extensive,yes,many,no
0,10846,moderate,yes,many,no
1,13868,moderate,yes,some,no
0,39053,extensive,no,none,yes
1,34817,extensive,yes,many,yes
0,13981,moderate,yes,some,no
1,27887,minimal,no,none,no
1,28168,minimal,yes,none,no
1,33560,moderate,yes,none,yes
0,9344,extensive,no,some,yes
1,35717,minimal,no,none,no
0,29833,extensive,no,some,yes
0,30497,moderate,yes,some,yes
0,31717,extensive,no,none,no
0,29612,minimal,yes,none,no
1,46799,moderate,no,none,no
0,12153,minimal,yes,none,no
0,41801,extensive,no,some,no
1,39198,minimal,no,some,no
1,84044,moderate,yes,many,yes
0,26565,extensive,yes,some,yes
1,26330,minimal,no,none,no
1,38251,moderate,yes,none,yes
0,23868,extensive,no,none,yes
0,29753,minimal,yes,none,no
1,28640,moderate,yes,some,no
0,46997,moderate,yes,some,no
0,23047,moderate,no,some,no
1,69031,extensive,yes,many,yes
0,13636,minimal,yes,some,no
0,24371,extensive,yes,some,yes
0,34241,extensive,yes,none,no
0,63881,moderate,yes,some,yes
1,40453,minimal,yes,some,no
0,22779,moderate,no,some,no
1,32991,moderate,no,some,yes
0,22312,minimal,yes,some,yes
0,24560,minimal,yes,some,no
1,17200,moderate,yes,none,no
0,15650,moderate,yes,many,yes
1,54357,moderate,no,many,yes
0,25070,extensive,no,some,yes
1,32408,minimal,yes,some,no
0,26768,minimal,yes,many,yes
0,19561,minimal,no,some,no
1,52780,minimal,no,many,no
1,54475,moderate,no,many,no
0,23293,moderate,yes,some,no
0,13251,extensive,yes,none,yes
0,28536,extensive,yes,some,yes
0,18576,moderate,no,many,yes
1,15165,minimal,no,many,yes
0,31969,minimal,no,some,no
0,16595,moderate,yes,none,yes
0,26986,extensive,yes,many,yes
0,38851,minimal,no,some,no
0,19375,moderate,yes,none,yes
0,30419,extensive,yes,none,yes
1,30698,minimal,no,many,yes
0,44944,extensive,no,many,yes
1,32710,minimal,no,none,no
0,21421,extensive,yes,many,yes
0,18549,moderate,no,some,no
0,22396,extensive,no,some,yes
0,34046,minimal,yes,some,yes
0,34513,moderate,yes,none,no
1,44706,minimal,yes,some,no
1,19967,minimal,yes,many,no
0,6130,minimal,yes,none,no
0,17490,extensive,no,none,yes
1,16977,minimal,yes,many,no
1,26735,moderate,yes,many,no
0,18351,extensive,no,many,no
0,20819,extensive,yes,many,yes
0,33989,extensive,yes,some,yes
1,40490,minimal,no,none,no
0,34773,moderate,yes,some,no
1,62839,moderate,yes,some,yes
1,37741,moderate,yes,some,no
1,30790,minimal,no,none,no
0,12902,extensive,no,some,yes
1,70424,extensive,no,some,yes
1,43305,moderate,no,none,no
0,22808,moderate,no,many,yes
1,36304,minimal,yes,none,yes
1,7582,moderate,no,none,yes
0,17389,extensive,yes,many,no
0,17636,minimal,yes,none,no
1,22883,moderate,no,some,no
0,23237,moderate,no,some,no
1,14316,moderate,no,many,no
0,26129,moderate,no,none,yes
1,27785,minimal,no,some,yes
1,17918,moderate,no,many,yes
0,15599,extensive,yes,some,yes
0,24240,moderate,yes,some,no
0,32317,minimal,yes,none,no
1,22567,minimal,yes,many,no
0,15944,minimal,no,some,yes
1,14641,minimal,yes,some,yes
0,34347,moderate,no,none,yes
1,31657,moderate,yes,some,yes
0,28306,extensive,yes,many,yes
1,30663,extensive,no,some,no
1,38584,minimal,yes,some,no
1,38436,extensive,yes,many,yes
0,13865,extensive,yes,some,yes
1,31656,moderate,yes,none,yes
1,43257,minimal,no,many,no
1,51388,minimal,yes,many,no
0,15592,moderate,no,some,yes
0,25727,extensive,yes,none,no
0,34596,extensive,yes,some,yes
1,14974,minimal,yes,many,no
1,32541,minimal,yes,some,no
0,14425,extensive,no,many,yes
1,12873,minimal,no,some,no
1,51343,minimal,yes,some,yes
0,41659,moderate,yes,none,yes
1,25720,minimal,yes,some,yes
1,20984,minimal,yes,some,yes
0,7145,extensive,no,none,yes
0,18088,moderate,no,some,yes
0,8858,moderate,yes,some,yes
0,14805,moderate,yes,many,yes
1,55622,minimal,yes,many,no
0,16768,minimal,yes,many,yes
0,16097,minimal,no,many,no
0,19334,extensive,no,some,no
1,33391,moderate,yes,many,no
0,18833,extensive,yes,many,yes
1,34428,extensive,yes,many,yes
0,19251,minimal,yes,some,no
1,22478,minimal,yes,many,yes
0,9450,minimal,no,none,yes
0,30068,extensive,yes,some,no
1,14126,minimal,yes,none,no
0,20388,minimal,no,none,no
0,20320,extensive,yes,some,yes
1,42793,minimal,yes,some,yes
0,13987,extensive,yes,some,no
0,12150,moderate,no,some,no
0,29788,extensive,no,some,yes
1,37833,moderate,yes,none,no
0,30284,extensive,no,some,yes
1,18447,moderate,yes,many,yes
0,24050,extensive,yes,some,yes
1,9322,moderate,yes,none,yes
0,11724,extensive,yes,some,yes
0,15648,extensive,no,many,yes
0,9522,minimal,yes,some,no
1,58159,minimal,no,some,yes
1,74134,moderate,yes,none,no
1,40673,minimal,yes,none,no
1,30580,extensive,no,many,yes
1,51320,minimal,yes,many,no
1,11523,moderate,yes,many,yes
0,4852,extensive,yes,none,yes
0,36191,minimal,yes,none,no
0,46063,extensive,yes,many,yes
0,43146,minimal,yes,some,yes
1,40625,moderate,yes,some,no
0,17874,extensive,no,none,yes
1,70767,minimal,no,many,no
1,33212,moderate,no,some,yes
1,25126,minimal,yes,many,yes
1,7522,minimal,no,none,no
1,16200,moderate,yes,none,no
0,24814,minimal,yes,some,no
0,45917,minimal,yes,none,no
1,42509,minimal,no,some,no
0,12953,moderate,no,many,no
1,31907,minimal,yes,many,no
1,25402,minimal,yes,some,no
1,44927,moderate,no,some,yes
0,63834,moderate,no,none,no
0,63128,extensive,no,some,yes
1,27837,minimal,no,some,no
0,29717,minimal,no,none,no
1,36590,minimal,yes,none,no
0,8010,extensive,no,many,yes
0,30306,extensive,yes,many,yes
0,21827,moderate,no,some,no
1,28232,extensive,no,many,no
0,26027,extensive,yes,none,no
0,34861,moderate,no,many,no
0,29085,minimal,yes,none,no
1,53882,minimal,yes,some,no
1,53296,minimal,yes,some,yes
0,5162,moderate,yes,none,yes
0,24404,extensive,no,none,no
0,12493,moderate,yes,none,yes
0,36420,moderate,no,some,no
1,48365,minimal,yes,some,no
0,60674,extensive,no,none,yes
0,56771,extensive,yes,none,yes
1,50588,extensive,no,some,no
1,33926,minimal,yes,some,no
1,38237,extensive,yes,some,yes
1,36305,moderate,yes,some,no
1,30428,moderate,yes,some,no
0,48522,extensive,no,some,yes
1,16295,moderate,yes,none,no
1,38625,minimal,no,some,no
1,32044,minimal,yes,none,no
0,11983,minimal,yes,some,no
0,13470,moderate,yes,none,no
0,57889,minimal,yes,some,yes
1,27250,minimal,yes,none,no
0,35826,moderate,yes,some,no
0,15904,extensive,yes,some,yes
0,31626,minimal,no,many,no
0,12895,minimal,yes,some,no
0,27833,extensive,yes,some,yes
0,34500,extensive,yes,none,yes
0,12795,moderate,yes,some,no
0,31788,extensive,yes,some,yes
1,19499,moderate,yes,some,no
0,20477,moderate,no,none,no
1,50497,extensive,no,some,no
1,43744,minimal,yes,none,yes
0,29433,moderate,yes,some,no
0,34335,extensive,yes,many,yes
0,34232,extensive,yes,some,yes
0,5008,moderate,yes,none,yes
0,14015,extensive,yes,none,yes
0,10591,extensive,no,some,yes
1,26724,minimal,no,some,no
0,10517,extensive,yes,some,yes
0,28861,extensive,yes,some,yes
0,33112,extensive,no,some,yes
1,42112,minimal,no,some,no
0,21711,extensive,yes,some,yes
0,25414,moderate,no,some,no
1,37837,minimal,no,many,no
0,33092,moderate,no,some,yes
0,11549,extensive,yes,some,no
1,14652,moderate,yes,none,yes
1,46246,minimal,yes,many,no
0,22517,minimal,no,none,no
1,42405,minimal,no,none,no
1,23522,minimal,yes,some,yes
1,28371,minimal,yes,many,no
0,29354,extensive,yes,none,yes
1,31456,moderate,yes,none,yes
0,25395,extensive,yes,many,yes
0,7337,extensive,yes,none,yes
0,20779,moderate,yes,some,no
0,12077,extensive,yes,many,yes
1,30765,extensive,no,some,yes
1,37954,moderate,yes,some,no
0,13137,extensive,yes,some,yes
0,36826,extensive,yes,none,yes
0,43066,extensive,yes,none,no
1,37711,minimal,yes,some,no
1,29130,extensive,yes,none,yes
1,44234,moderate,no,none,yes
0,13736,extensive,yes,some,yes
1,54707,extensive,yes,some,yes
0,17896,extensive,no,some,yes
1,47267,moderate,no,some,no
1,9334,moderate,no,many,no
1,39619,minimal,yes,many,no
0,36093,extensive,no,some,no
1,46041,minimal,yes,some,no
1,65487,minimal,no,some,yes
1,40480,moderate,yes,many,no
1,20837,moderate,no,none,yes
0,7076,extensive,yes,some,yes
0,27097,extensive,no,none,yes
0,29414,extensive,yes,some,yes
0,20033,minimal,yes,some,no
0,29705,moderate,no,some,yes
1,52841,extensive,yes,many,yes
1,40342,extensive,yes,many,yes
1,55322,minimal,yes,many,yes
1,55391,extensive,no,some,no
1,49500,extensive,no,none,yes
1,43122,moderate,yes,many,no
1,24925,moderate,yes,many,yes
1,32764,moderate,yes,none,no
1,12459,minimal,no,some,no
0,11877,extensive,no,none,yes
1,29915,moderate,yes,many,no
0,25880,moderate,no,some,yes
0,21631,moderate,no,none,no
0,35777,extensive,no,many,yes
1,58067,moderate,no,some,no
0,20974,minimal,no,some,no
0,5039,extensive,yes,some,yes
1,52472,extensive,no,many,yes
1,12816,minimal,yes,some,no
0,32422,extensive,yes,some,yes
1,39371,minimal,no,many,no
1,37783,minimal,no,some,yes
1,38577,minimal,yes,none,no
1,40522,minimal,no,some,no
0,5071,extensive,yes,some,yes
0,41270,extensive,yes,some,yes
1,39167,minimal,yes,some,no
1,34826,moderate,no,some,no
1,33749,moderate,no,some,yes
1,21175,minimal,yes,some,yes
0,49351,moderate,yes,many,no
1,20992,minimal,no,some,no
1,25891,extensive,no,many,yes
1,20175,moderate,yes,none,yes
0,22492,extensive,yes,some,yes
0,34204,minimal,no,some,no
0,52086,extensive,no,none,yes
1,46954,minimal,yes,many,no
0,17904,minimal,no,many,no
0,43291,moderate,no,none,yes
1,11160,moderate,yes,none,no
0,5781,moderate,yes,some,no
0,63247,extensive,no,none,yes
1,24562,moderate,yes,none,no
0,39727,extensive,yes,some,no
0,58586,extensive,yes,some,yes
1,14174,minimal,no,some,yes
0,55934,extensive,yes,some,yes
0,32627,minimal,no,some,no
0,11322,extensive,no,some,yes
1,27507,moderate,no,many,yes
0,10307,extensive,yes,some,no
0,19295,minimal,yes,some,yes
1,47030,minimal,no,some,yes
1,18277,minimal,yes,many,no
0,9562,extensive,yes,many,yes
1,41161,minimal,no,some,no
1,13876,minimal,yes,none,no
1,42085,moderate,yes,none,no
0,7346,extensive,no,many,yes
0,42856,extensive,yes,many,yes
0,11413,extensive,yes,many,yes
1,30628,moderate,no,some,yes
1,38070,minimal,yes,some,yes
1,37642,minimal,no,none,yes
0,4274,extensive,no,many,yes
1,40621,moderate,no,some,no
1,43458,minimal,yes,some,yes
0,17629,extensive,no,none,yes
0,23948,extensive,no,none,yes
1,44619,moderate,yes,none,yes
1,50718,extensive,yes,many,yes
0,6828,extensive,yes,none,no
0,25475,minimal,yes,some,no
0,16911,moderate,yes,none,yes
0,47518,minimal,yes,none,no
1,14493,moderate,no,some,no
1,36690,minimal,no,none,no
0,20951,minimal,no,some,no
1,18229,extensive,yes,some,yes
0,19178,moderate,yes,some,yes
1,5094,minimal,yes,none,yes
0,3517,minimal,yes,none,no
0,17800,extensive,yes,some,no
1,30963,minimal,no,none,no
0,6279,minimal,yes,none,no
1,65136,extensive,yes,many,yes
0,35817,moderate,yes,some,yes
0,30816,moderate,yes,some,no
1,54623,extensive,no,some,no
0,19680,extensive,yes,none,yes
1,37190,minimal,no,some,no
1,25184,moderate,yes,none,no
1,36397,moderate,yes,some,no
1,33567,moderate,yes,none,yes
0,51299,extensive,no,some,yes
1,70578,minimal,no,some,no
0,27113,extensive,yes,some,no
0,49532,moderate,no,none,no
1,62601,moderate,no,many,yes
1,21902,minimal,no,some,no
0,17446,moderate,no,none,no
0,22519,extensive,no,many,yes
1,61288,minimal,yes,many,no
1,33677,moderate,yes,some,no
1,51400,moderate,no,some,no
0,19672,extensive,no,some,yes
1,3266,moderate,yes,some,no
1,10690,minimal,yes,many,no
0,17905,moderate,yes,some,yes
0,4636,minimal,yes,some,no
1,38149,minimal,yes,many,yes
1,45267,extensive,yes,none,no
0,23626,minimal,yes,none,no
1,45949,moderate,yes,none,yes
0,17472,minimal,yes,none,no
0,51731,extensive,yes,some,yes
0,13299,moderate,yes,many,yes
1,26463,minimal,no,many,no
0,12008,moderate,yes,some,no
1,55805,minimal,no,none,no
1,37836,moderate,no,none,yes
0,31876,minimal,yes,some,no
0,30946,extensive,yes,none,yes
0,4857,extensive,no,none,yes
1,57008,extensive,yes,none,no
0,24539,moderate,no,some,no
1,28705,moderate,yes,many,no
0,28074,minimal,yes,some,no
0,8681,extensive,no,some,yes
0,9336,extensive,yes,some,yes
1,10408,moderate,yes,many,no
1,55768,extensive,yes,many,yes
1,50326,minimal,yes,some,yes
0,29337,extensive,no,many,yes
1,52113,minimal,yes,none,no
0,6536,moderate,yes,some,yes
0,13199,minimal,yes,none,yes
1,7581,minimal,no,none,yes
0,23792,extensive,yes,some,no
0,21949,extensive,no,some,yes
1,20523,minimal,no,many,no
1,59182,minimal,no,some,yes
0,37693,moderate,yes,some,yes
0,47090,extensive,yes,some,no
1,32648,moderate,yes,many,no
1,6280,minimal,no,none,yes
1,49159,minimal,yes,some,no
1,36475,minimal,no,none,no
1,26172,minimal,yes,many,no
0,25507,moderate,yes,some,no
1,37016,extensive,no,many,no
0,24798,minimal,yes,none,no
0,37524,minimal,yes,none,yes
0,16083,extensive,no,some,yes
0,22053,extensive,yes,none,yes
0,18942,extensive,yes,some,yes
0,13533,moderate,yes,many,no
0,30255,minimal,yes,none,no
0,42941,minimal,yes,some,no
0,11087,extensive,yes,none,yes
0,26108,moderate,no,none,yes
0,16488,moderate,no,none,yes
0,27295,minimal,no,many,no
0,5097,moderate,yes,some,no
0,53900,moderate,no,some,yes
0,47317,extensive,no,none,yes
1,44101,moderate,no,some,yes
1,12265,minimal,yes,some,no
0,37547,extensive,yes,some,yes
1,52017,minimal,yes,some,no
1,10458,minimal,yes,many,no
0,52058,extensive,no,some,yes
1,41629,moderate,yes,some,yes
0,13047,extensive,yes,some,yes
0,15208,extensive,no,some,yes
0,5618,moderate,yes,many,no
1,26481,minimal,yes,many,no
1,13139,minimal,yes,none,no
1,18383,minimal,yes,some,no
0,6598,moderate,no,many,no
1,38688,minimal,no,some,no
0,27098,extensive,no,some,yes
0,26590,extensive,no,some,yes
1,25217,minimal,yes,many,yes
0,19889,extensive,no,some,yes
1,26963,minimal,yes,some,yes
0,12359,minimal,no,some,no
0,9677,minimal,yes,some,no
0,11035,moderate,yes,some,no
0,23665,extensive,yes,many,no
1,33552,moderate,no,some,yes
0,23768,extensive,yes,some,yes
0,16167,minimal,no,none,yes
0,16135,extensive,yes,many,yes
0,9382,minimal,no,some,yes
0,9743,moderate,yes,some,yes
0,6264,moderate,yes,some,yes
1,39592,minimal,no,some,no
1,22589,minimal,yes,none,no
1,47281,minimal,yes,none,no
1,52748,moderate,no,some,yes
0,24927,minimal,yes,some,no
0,29979,minimal,yes,none,no
0,14037,extensive,no,none,yes
0,30678,minimal,no,some,yes
1,33334,minimal,no,none,yes
1,36234,moderate,no,some,yes
1,41253,minimal,no,some,no
0,13393,minimal,yes,some,yes
1,11231,minimal,no,many,no
1,57302,extensive,no,some,no
0,17652,extensive,yes,many,yes
1,31448,minimal,no,many,no
0,24034,extensive,no,many,yes
1,53373,moderate,yes,some,no
0,46439,extensive,yes,some,no
0,15291,minimal,yes,some,yes
0,28888,extensive,yes,some,yes
0,24974,minimal,no,many,no
0,8704,minimal,yes,some,no
0,16708,minimal,yes,none,yes
0,20450,moderate,yes,none,yes
1,61766,extensive,yes,none,yes
0,13603,extensive,yes,many,yes
1,15157,moderate,no,many,no
0,16253,minimal,no,some,no
1,24574,minimal,no,none,no
1,15236,minimal,yes,none,yes
1,40981,moderate,no,some,yes
1,46087,extensive,yes,none,no
1,21557,moderate,no,many,yes
1,32251,extensive,yes,none,yes
1,11565,moderate,no,many,no
0,40103,moderate,yes,none,yes
1,37407,extensive,yes,some,no
1,25076,minimal,yes,some,no
1,30091,extensive,yes,many,yes
0,24602,extensive,no,none,yes
0,18836,extensive,no,many,yes
0,15962,extensive,yes,some,no
0,6996,extensive,yes,some,no
0,18352,extensive,yes,none,yes
0,41790,extensive,no,none,yes
1,57096,extensive,no,none,no
1,27927,minimal,yes,none,no
1,44392,extensive,yes,none,yes
0,56223,moderate,yes,none,no
0,40579,extensive,no,some,no
1,11507,minimal,no,none,no
1,37660,minimal,no,some,yes
0,56628,moderate,yes,none,no
1,41746,minimal,no,none,no
0,6109,minimal,no,some,no
1,27208,moderate,no,many,yes
0,13868,minimal,no,some,no
1,61525,minimal,yes,some,no
0,25010,extensive,no,many,yes
1,9653,minimal,yes,many,no
0,21720,minimal,no,some,no
1,24292,moderate,yes,none,no
1,49001,moderate,yes,some,no
0,13399,minimal,no,some,yes
0,27930,moderate,yes,many,no
1,67472,minimal,yes,some,no
1,30933,extensive,yes,none,no
1,39696,minimal,yes,some,no
0,15107,moderate,yes,some,yes
1,15067,minimal,yes,none,no
1,47152,moderate,no,some,yes
0,12702,moderate,no,some,no
1,51198,minimal,yes,some,yes
1,30985,moderate,yes,many,no
0,26135,moderate,yes,some,no
1,41416,moderate,yes,some,no
1,37917,moderate,no,some,no
0,47677,extensive,yes,none,yes
0,63226,extensive,no,none,yes
1,39088,extensive,yes,some,yes
1,12443,moderate,no,many,yes
0,15797,minimal,yes,none,yes
0,6663,minimal,no,some,no
0,38935,moderate,yes,some,no
1,43289,minimal,yes,many,no
0,15451,extensive,yes,some,no
0,25133,extensive,no,none,yes
0,41034,extensive,yes,some,yes
0,75937,extensive,no,none,yes
0,24173,moderate,no,some,no
1,42616,minimal,yes,many,no
0,32341,extensive,yes,many,yes
0,39189,minimal,yes,some,no
0,37298,minimal,yes,some,yes
1,12780,extensive,no,many,yes
1,31241,moderate,yes,some,no
1,41581,minimal,no,many,no
1,33750,minimal,no,many,no
1,12265,moderate,yes,many,yes
0,49866,moderate,no,some,yes
1,25935,moderate,no,many,yes
1,48853,extensive,yes,none,yes
0,12034,minimal,no,some,no
1,47989,minimal,no,none,no
0,36871,extensive,yes,none,no
0,36374,minimal,yes,some,no
1,18696,moderate,yes,none,no
0,51280,moderate,no,many,no
0,17441,moderate,no,none,yes
0,19341,extensive,yes,some,yes
1,29880,moderate,no,some,no
1,17329,extensive,no,some,no
1,31799,moderate,yes,some,no
0,30447,extensive,no,none,yes
0,36419,extensive,no,some,yes
0,14459,extensive,yes,none,no
1,42865,moderate,yes,some,yes
1,44390,moderate,no,many,yes
0,27105,extensive,no,many,yes
1,29969,minimal,no,many,no
1,29299,moderate,yes,some,no
1,66463,minimal,yes,many,no
0,13602,moderate,yes,some,yes
0,29762,minimal,yes,none,yes
0,41441,extensive,yes,none,no
1,32234,minimal,yes,none,no
0,10218,extensive,no,none,yes
0,41186,extensive,no,some,yes
0,41049,moderate,yes,none,no
0,8559,minimal,no,none,no
0,6456,minimal,no,some,no
1,57363,moderate,no,some,no
1,25958,moderate,yes,some,no
1,44368,moderate,yes,many,yes
1,37919,moderate,yes,some,no
0,64323,moderate,yes,some,no
1,24884,moderate,yes,some,no
0,11327,minimal,yes,some,no
0,22866,extensive,no,none,no
0,10532,extensive,no,some,yes
0,26931,minimal,yes,none,yes
0,28124,extensive,no,some,yes
1,3007,minimal,no,many,no
0,5994,moderate,no,some,no
0,9533,minimal,no,some,no
1,31667,moderate,no,none,no
1,17244,minimal,no,none,no
0,26441,moderate,yes,some,yes
0,21797,extensive,no,some,yes
1,15205,moderate,no,some,yes
0,17503,extensive,yes,some,yes
0,38183,extensive,yes,some,yes
1,24616,minimal,yes,some,no
1,38099,minimal,yes,some,no
0,7443,extensive,no,some,yes
0,17380,extensive,yes,none,yes
1,52338,minimal,yes,some,no
0,9899,extensive,no,some,no
0,15499,minimal,yes,some,no
0,31261,extensive,no,some,yes
1,62040,minimal,no,some,no
0,14983,moderate,no,none,yes
1,29953,extensive,yes,many,yes
