PID,LOC,"Debug Time","Bugs REM"
D13678,14908,17 hours and 53 minutes,481
D66169,47272,166 hours and 35 minutes,678
D13426,42469,115 hours and 7 minutes,856
D51362,17010,106 hours and 57 minutes,172
D34646,45879,150 hours and 21 minutes,748
D32832,24079,80 hours and 23 minutes,401
D39638,36239,192 hours and 33 minutes,427
D72615,22006,114 hours and 43 minutes,243
D72438,10359,21 hours and 18 minutes,233
D84825,20630,39 hours and 18 minutes,498
D88231,9181,17 hours and 3 minutes,208
D76173,18643,137 hours and 46 minutes,175
D74747,35761,49 hours and 4 minutes,747
D55746,40116,131 hours and 14 minutes,625
D54838,43742,143 hours and 15 minutes,703
D16316,9055,42 hours and 24 minutes,114
D38522,21371,166 hours and 14 minutes,194
D39684,7977,18 hours and 40 minutes,178
D12139,27607,110 hours and 14 minutes,382
D12583,42215,284 hours and 35 minutes,409
D54134,14994,108 hours and 29 minutes,139
D92721,4403,17 hours and 38 minutes,62
D22625,25737,97 hours and 27 minutes,393
D82293,21153,13 hours and 41 minutes,764
D43482,13142,94 hours and 41 minutes,123
D15426,16289,107 hours and 41 minutes,165
D22591,4191,5 hours and 11 minutes,103
D65865,26142,59 hours and 14 minutes,559
D68473,36997,177 hours and 24 minutes,453
D69372,42316,281 hours and 22 minutes,420
D36837,5067,37 hours and 26 minutes,46
D82749,45058,281 hours and 11 minutes,474
D78697,19160,127 hours and 45 minutes,190
D77961,27548,186 hours and 25 minutes,263
D86257,11436,50 hours and 13 minutes,152
D29856,34306,254 hours and 17 minutes,313
D93535,17537,131 hours and 2 minutes,162
D69599,5858,22 hours and 56 minutes,81
D15835,15899,42 hours and 39 minutes,292
D49715,19195,39 hours and 21 minutes,389
D52541,42736,157 hours and 17 minutes,618
D24369,45430,344 hours and 20 minutes,405
D95954,16948,64 hours and 10 minutes,239
D37641,5785,38 hours and 53 minutes,56
D88397,45686,325 hours and 51 minutes,434
D66957,13544,92 hours and 43 minutes,130
D61416,46357,250 hours and 30 minutes,529
D86538,18413,63 hours and 41 minutes,275
D76261,15590,123 hours and 13 minutes,135
D58844,28926,118 hours and 34 minutes,418
D63176,46038,66 hours and 19 minutes,1116
D76978,36170,54 hours and 59 minutes,981
D57817,3378,15 hours and 6 minutes,43
D96532,6251,14 hours and 47 minutes,116
D63899,20065,49 hours and 54 minutes,338
D23416,37925,270 hours and 7 minutes,362
D91779,47294,160 hours and 43 minutes,789
D33949,6432,20 hours and 12 minutes,99
D15716,25407,174 hours and 32 minutes,249
D35974,3724,26 hours and 16 minutes,36
D35276,22035,50 hours and 19 minutes,457
D65369,34625,186 hours and 14 minutes,404
D82893,8187,25 hours and 50 minutes,156
D58189,40041,169 hours and 20 minutes,549
D73572,33494,264 hours and 10 minutes,297
D93321,35425,107 hours and 2 minutes,562
D45849,18454,106 hours and 25 minutes,208
D78496,9862,62 hours and 6 minutes,102
D91266,14386,79 hours and 38 minutes,158
D97953,37593,286 hours and 13 minutes,334
D11586,22111,45 hours and 5 minutes,469
D63512,36332,86 hours and 2 minutes,747
D18574,19951,29 hours and 32 minutes,474
D99499,48409,335 hours and 59 minutes,475
D89451,33494,199 hours and 34 minutes,356
D84552,22686,37 hours and 30 minutes,518
D56237,25289,107 hours and 34 minutes,332
D57319,16631,11 hours and 26 minutes,467
D65411,36315,238 hours and 1 minutes,371
D59834,3495,13 hours and 7 minutes,51
D59727,4369,3 hours and 49 minutes,112
D41616,36803,231 hours and 20 minutes,366
D35258,39719,100 hours and 45 minutes,637
D21299,37475,148 hours and 8 minutes,500
D85181,37385,56 hours and 4 minutes,1059
D91433,29632,92 hours and 43 minutes,502
D76661,11278,15 hours and 40 minutes,370
D94321,30296,114 hours and 39 minutes,463
D89829,23207,167 hours and 1 minutes,216
D19351,14404,35 hours and 59 minutes,295
D44388,39349,184 hours and 25 minutes,506
D71184,5529,14 hours and 45 minutes,100
D98533,22018,145 hours and 18 minutes,217
D15793,48431,235 hours and 17 minutes,571
D63378,42124,154 hours and 14 minutes,604
D52227,15757,75 hours and 31 minutes,192
D78632,29718,71 hours and 46 minutes,555
D45417,48093,67 hours and 22 minutes,1308
D31462,38360,146 hours and 51 minutes,546
D63699,22818,35 hours and 9 minutes,522
D87181,5004,7 hours and 1 minutes,110
D52177,13668,59 hours and 3 minutes,178
D96589,40797,231 hours and 54 minutes,452
D94172,2729,16 hours and 10 minutes,29
D27795,26844,94 hours and 11 minutes,404
D63419,20408,61 hours and 40 minutes,336
D98422,35383,248 hours and 23 minutes,333
D96189,48459,120 hours and 57 minutes,812
D74814,33296,242 hours and 7 minutes,309
D61647,2237,1 hours and 24 minutes,76
D85639,10600,51 hours and 25 minutes,126
D74328,8972,49 hours and 36 minutes,105
D51247,16917,95 hours and 30 minutes,192
D53161,7534,39 hours and 56 minutes,89
D28583,12905,59 hours and 37 minutes,169
D99164,1850,7 hours and 53 minutes,24
D15826,10201,42 hours and 57 minutes,136
D76399,12897,38 hours and 35 minutes,242
D75549,18734,138 hours and 46 minutes,168
D72961,1694,11 hours and 55 minutes,16
D35845,9552,25 hours and 42 minutes,205
D52399,35491,75 hours and 11 minutes,827
D95821,3834,4 hours and 3 minutes,125
D52222,15364,73 hours and 25 minutes,190
D27324,10073,70 hours and 48 minutes,96
D76373,5558,23 hours and 3 minutes,81
D48224,7609,47 hours and 16 minutes,77
D66345,6746,40 hours and 25 minutes,70
D53712,42877,212 hours and 35 minutes,497
D76445,35501,149 hours and 22 minutes,504
D76133,37683,141 hours and 55 minutes,556
D96558,35310,98 hours and 5 minutes,690
D92178,8605,28 hours and 11 minutes,144
D49764,10121,65 hours and 58 minutes,104
D46295,47769,123 hours and 38 minutes,904
D38837,1012,8 hours and 4 minutes,8
D56681,8338,28 hours and 5 minutes,121
D39257,19987,112 hours and 3 minutes,222
D89715,14370,109 hours and 44 minutes,131
D35898,17990,130 hours and 10 minutes,170
D97636,20503,81 hours and 0 minutes,294
D79995,30647,107 hours and 46 minutes,479
D81979,38371,84 hours and 57 minutes,737
D53453,17671,113 hours and 55 minutes,175
D76894,20875,152 hours and 29 minutes,189
D91796,25498,93 hours and 59 minutes,377
D47815,12350,26 hours and 49 minutes,260
D82615,36212,224 hours and 9 minutes,374
D71316,35270,121 hours and 42 minutes,503
D97444,9426,52 hours and 45 minutes,104
D76267,33390,253 hours and 19 minutes,296
D47243,23371,118 hours and 31 minutes,273
D71511,12140,38 hours and 39 minutes,214
D81659,22072,170 hours and 49 minutes,196
D77139,36849,116 hours and 25 minutes,585
D21967,32702,203 hours and 17 minutes,339
D38245,1859,10 hours and 24 minutes,20
D99864,5879,32 hours and 18 minutes,64
D94717,15462,107 hours and 12 minutes,149
D37272,24344,147 hours and 18 minutes,257
D96653,14982,49 hours and 26 minutes,238
D69257,28783,151 hours and 34 minutes,323
D97977,43736,239 hours and 46 minutes,484
D79873,29091,15 hours and 1 minutes,861
D15226,26136,33 hours and 19 minutes,689
D31262,34402,183 hours and 15 minutes,396
D47316,23942,150 hours and 1 minutes,243
D49386,28934,219 hours and 6 minutes,267
D42729,30887,84 hours and 33 minutes,556
D95922,26667,206 hours and 57 minutes,241
D16969,36135,64 hours and 10 minutes,706
D23563,14266,25 hours and 18 minutes,381
D91164,21507,20 hours and 58 minutes,1184
D66193,32639,97 hours and 37 minutes,595
D19281,36288,175 hours and 42 minutes,451
D89199,39858,210 hours and 57 minutes,485
D75728,27458,159 hours and 17 minutes,298
D69281,9427,4 hours and 43 minutes,321
D77586,30865,112 hours and 47 minutes,478
D98166,2275,10 hours and 27 minutes,27
D93341,33500,19 hours and 23 minutes,1945
D75752,6899,7 hours and 0 minutes,241
D59736,22426,59 hours and 5 minutes,401
D25463,30318,241 hours and 16 minutes,262
D36884,38660,115 hours and 22 minutes,676
D15967,8316,14 hours and 15 minutes,211
D52156,37079,95 hours and 43 minutes,609
D39831,47261,109 hours and 4 minutes,900
D43452,8045,35 hours and 43 minutes,103
D34328,24852,80 hours and 30 minutes,494
D99343,15817,81 hours and 7 minutes,195
D13214,40279,105 hours and 4 minutes,841
D51121,35125,77 hours and 57 minutes,759
D64784,48128,257 hours and 21 minutes,566
D46738,48012,72 hours and 9 minutes,1188
D11952,35769,254 hours and 40 minutes,342
D84816,34706,178 hours and 24 minutes,429
D51592,22385,146 hours and 21 minutes,226
D25262,20213,112 hours and 20 minutes,223
D12322,17096,97 hours and 58 minutes,191
D83989,9654,34 hours and 13 minutes,151
D92481,25525,61 hours and 27 minutes,427
D77958,12109,35 hours and 55 minutes,199
D96993,9029,11 hours and 38 minutes,240
D38719,12434,7 hours and 36 minutes,469
D47964,28698,173 hours and 11 minutes,307
D67684,15220,30 hours and 14 minutes,324
D22935,48568,70 hours and 47 minutes,1128
D61938,14364,56 hours and 9 minutes,201
D41919,38562,261 hours and 5 minutes,380
D85958,6669,5 hours and 28 minutes,217
D57365,24341,173 hours and 57 minutes,235
D75657,42301,118 hours and 15 minutes,763
D73332,11093,22 hours and 49 minutes,227
D79617,36058,63 hours and 34 minutes,913
D31924,44379,57 hours and 17 minutes,1183
D15463,32084,114 hours and 21 minutes,509
D51551,25978,79 hours and 2 minutes,416
D14926,20941,79 hours and 34 minutes,301
D43455,16432,102 hours and 40 minutes,171
D27485,4714,29 hours and 17 minutes,Bob
D19782,14012,73 hours and 49 minutes,167
D72666,49271,345 hours and 2 minutes,467
D18373,38029,96 hours and 48 minutes,767
D65832,37804,57 hours and 1 minutes,1027
D34133,21826,42 hours and 56 minutes,439
D53477,42858,35 hours and 19 minutes,1206
D97577,18956,63 hours and 17 minutes,326
D54755,48921,339 hours and 34 minutes,475
D44817,23506,47 hours and 58 minutes,496
D77589,20576,108 hours and 41 minutes,231
D36258,15421,122 hours and 2 minutes,133
D14753,37577,230 hours and 14 minutes,404
D35431,19709,138 hours and 52 minutes,186
D36546,39667,194 hours and 37 minutes,465
D71759,48124,285 hours and 37 minutes,517
D15485,13760,52 hours and 53 minutes,200
D71328,20563,92 hours and 55 minutes,262
D36652,2557,18 hours and 35 minutes,23
D31694,35057,210 hours and 57 minutes,382
D47976,7573,46 hours and 28 minutes,81
D28344,39339,220 hours and 0 minutes,431
D33419,22365,13 hours and 23 minutes,812
D74134,35653,180 hours and 30 minutes,404
D61967,8756,62 hours and 59 minutes,81
D37231,15778,93 hours and 2 minutes,171
D48797,24813,110 hours and 49 minutes,342
D72911,7662,58 hours and 19 minutes,67
D81157,46516,152 hours and 7 minutes,719
D34169,22107,13 hours and 9 minutes,746
D15333,48232,155 hours and 52 minutes,768
D71656,45854,138 hours and 13 minutes,797
D51931,46682,159 hours and 28 minutes,682
D56675,19130,57 hours and 0 minutes,340
D14145,3738,11 hours and 38 minutes,58
D32311,20849,19 hours and 39 minutes,608
D22628,31557,237 hours and 0 minutes,291
D97337,22234,132 hours and 32 minutes,235
D53215,33215,53 hours and 10 minutes,839
D74365,8180,10 hours and 29 minutes,231
D51452,6021,8 hours and 56 minutes,161
D94654,37473,214 hours and 52 minutes,410
D57177,18960,117 hours and 45 minutes,198
D28427,6523,51 hours and 8 minutes,58
D45157,19349,104 hours and 33 minutes,216
D84836,25122,61 hours and 4 minutes,551
D35217,10048,69 hours and 14 minutes,93
D57876,29297,104 hours and 48 minutes,441
D91423,29117,188 hours and 1 minutes,295
D64811,48430,335 hours and 25 minutes,456
D33641,12804,36 hours and 5 minutes,221
D34353,15622,39 hours and 38 minutes,286
D19936,7591,55 hours and 56 minutes,70
D96137,49599,361 hours and 35 minutes,465
D64959,38630,225 hours and 6 minutes,401
D15595,42781,173 hours and 38 minutes,610
D35998,33204,257 hours and 25 minutes,295
D76942,23721,179 hours and 38 minutes,214
D94747,5131,15 hours and 59 minutes,84
D77355,15973,117 hours and 48 minutes,147
D81815,17470,20 hours and 23 minutes,431
D46721,39353,124 hours and 9 minutes,672
D47269,31008,125 hours and 5 minutes,408
D48957,12778,33 hours and 7 minutes,225
D68353,15014,45 hours and 47 minutes,263
D39874,48260,221 hours and 18 minutes,634
D11796,32991,237 hours and 14 minutes,308
D25563,48359,317 hours and 38 minutes,483
D35687,21212,86 hours and 7 minutes,265
D86727,36274,218 hours and 33 minutes,385
D29383,40786,293 hours and 42 minutes,378
D79728,14658,16 hours and 6 minutes,684
D15546,11124,60 hours and 0 minutes,127
D48841,5490,30 hours and 3 minutes,61
D56313,4605,31 hours and 19 minutes,45
D84724,30907,216 hours and 40 minutes,288
D68515,14855,111 hours and 56 minutes,133
D35778,10452,44 hours and 43 minutes,146
D14467,29740,117 hours and 29 minutes,387
D68267,5142,21 hours and 29 minutes,71
D48215,39078,129 hours and 5 minutes,611
D32944,36059,203 hours and 26 minutes,398
D55427,5252,36 hours and 35 minutes,50
D53971,8822,7 hours and 7 minutes,251
D43412,7058,34 hours and 12 minutes,88
D44176,3946,5 hours and 32 minutes,109
D86354,11238,72 hours and 55 minutes,114
D44212,40904,170 hours and 3 minutes,582
D47893,36828,163 hours and 47 minutes,457
D53711,1312,4 hours and 28 minutes,20
D96882,36104,200 hours and 52 minutes,417
D82217,5639,27 hours and 3 minutes,68
D74696,5383,27 hours and 16 minutes,62
D81623,43980,290 hours and 45 minutes,428
D88623,29076,154 hours and 35 minutes,338
D44825,32597,76 hours and 40 minutes,624
D77469,29424,38 hours and 13 minutes,1071
D39695,34865,167 hours and 48 minutes,441
D95581,23166,31 hours and 42 minutes,783
D12999,22766,64 hours and 11 minutes,448
D32271,25295,200 hours and 19 minutes,221
D84822,21706,110 hours and 24 minutes,260
D12211,25669,55 hours and 58 minutes,603
D85336,19956,23 hours and 14 minutes,528
D37558,14076,102 hours and 15 minutes,128
D83892,20747,39 hours and 57 minutes,490
D27369,23179,118 hours and 27 minutes,279
D16126,31001,175 hours and 14 minutes,340
D23156,22769,99 hours and 40 minutes,288
D76165,5623,6 hours and 8 minutes,171
D22137,19274,21 hours and 56 minutes,545
D24798,24159,130 hours and 59 minutes,264
D62566,7245,16 hours and 58 minutes,139
D77677,46541,166 hours and 39 minutes,651
D14688,26279,68 hours and 26 minutes,530
D32391,17387,35 hours and 43 minutes,390
D72669,18720,37 hours and 5 minutes,378
D95471,20596,80 hours and 50 minutes,293
D96199,12667,74 hours and 43 minutes,135
D97489,21746,118 hours and 47 minutes,258
D98427,2995,10 hours and 4 minutes,45
D84527,36325,166 hours and 59 minutes,469
D52538,46095,126 hours and 5 minutes,801
D64627,18280,39 hours and 8 minutes,368
D58364,10374,11 hours and 30 minutes,352
D26121,23676,124 hours and 12 minutes,270
D18132,9526,31 hours and 42 minutes,139
D14374,46303,270 hours and 46 minutes,504
D52135,14081,95 hours and 27 minutes,134
D17578,26840,69 hours and 57 minutes,468
D66922,28160,96 hours and 30 minutes,440
D46762,21111,132 hours and 46 minutes,222
D27846,10758,81 hours and 24 minutes,97
D88989,15592,99 hours and 28 minutes,157
D12867,17872,32 hours and 26 minutes,509
D35364,31465,98 hours and 44 minutes,524
D82772,1475,5 hours and 40 minutes,22
D77147,forty eight thousand four hundred and twenty two,166 hours and 33 minutes,707
D45119,5349,42 hours and 24 minutes,48
D74537,36111,94 hours and 10 minutes,621
D31717,26109,45 hours and 3 minutes,634
D44668,43034,114 hours and 4 minutes,802
D84352,19512,22 hours and 24 minutes,516
D67775,43056,99 hours and 9 minutes,909
D96466,41275,217 hours and 58 minutes,474
D53214,31876,75 hours and 32 minutes,658
D89564,30993,129 hours and 18 minutes,426
D36523,19460,127 hours and 43 minutes,199
D94122,26282,91 hours and 49 minutes,382
D61676,39851,160 hours and 36 minutes,570
D63395,17850,100 hours and 59 minutes,199
D58341,32273,247 hours and 23 minutes,285
D63357,17049,117 hours and 10 minutes,169
D32175,38546,62 hours and 46 minutes,977
D87965,14310,38 hours and 17 minutes,255
D42965,12328,43 hours and 30 minutes,178
D27174,9493,54 hours and 43 minutes,104
D51416,25763,21 hours and 28 minutes,796
D38187,17527,57 hours and 28 minutes,352
D36735,35573,38 hours and 27 minutes,1164
D92711,43167,261 hours and 12 minutes,469
D43265,4409,14 hours and 57 minutes,64
D11535,2642,19 hours and 51 minutes,23
D27848,30303,131 hours and 39 minutes,409
D82238,6388,8 hours and 19 minutes,204
D33968,36369,272 hours and 15 minutes,336
D44511,21892,166 hours and 32 minutes,198
D23412,17844,11 hours and 43 minutes,658
D25715,17963,50 hours and 38 minutes,314
D79615,28519,145 hours and 10 minutes,336
D79838,41400,110 hours and 11 minutes,663
D83365,8717,66 hours and 25 minutes,79
D56269,17891,87 hours and 50 minutes,218
D96175,35929,63 hours and 50 minutes,807
D62117,37166,215 hours and 35 minutes,406
D29421,7925,37 hours and 1 minutes,95
D84755,37190,239 hours and 23 minutes,380
D79744,44960,69 hours and 34 minutes,1179
D28228,31848,109 hours and 6 minutes,458
D68826,38732,140 hours and 55 minutes,577
D81622,32827,89 hours and 48 minutes,574
D58284,43494,100 hours and 1 minutes,902
D62285,14625,96 hours and 16 minutes,146
D37526,24701,128 hours and 18 minutes,290
D18282,49186,354 hours and 12 minutes,461
D71875,46393,341 hours and 23 minutes,431
D13744,32302,160 hours and 44 minutes,404
D51811,22016,39 hours and 15 minutes,540
D14868,11785,11 hours and 12 minutes,478
D72692,28356,165 hours and 56 minutes,317
D66356,12529,54 hours and 6 minutes,171
D74952,48179,115 hours and 37 minutes,1067
D72884,35716,85 hours and 33 minutes,671
D61514,44852,295 hours and 22 minutes,439
D54538,24687,105 hours and 12 minutes,355
D17536,24335,63 hours and 5 minutes,406
D26199,33641,165 hours and 50 minutes,417
D38773,27871,166 hours and 8 minutes,299
D43267,7524,59 hours and 42 minutes,66
D73954,4743,6 hours and 19 minutes,115
D92511,32801,215 hours and 12 minutes,332
D83654,29389,57 hours and 44 minutes,775
D29432,7544,40 hours and 20 minutes,85
D81635,21043,69 hours and 38 minutes,317
D16714,35270,59 hours and 22 minutes,940
D59198,17742,101 hours and 56 minutes,204
D45191,37025,40 hours and 0 minutes,1209
D41328,23458,125 hours and 7 minutes,268
D53367,41426,252 hours and 12 minutes,439
D23519,18013,121 hours and 30 minutes,179
D38768,34088,191 hours and 39 minutes,382
D29736,19552,96 hours and 1 minutes,235
D45391,46258,286 hours and 52 minutes,477
D79655,37550,222 hours and 20 minutes,397
D75492,2341,13 hours and 13 minutes,26
D47134,25613,72 hours and 8 minutes,430
D36813,19717,26 hours and 2 minutes,534
D23189,30629,131 hours and 42 minutes,409
D43937,28489,45 hours and 59 minutes,615
D32183,25156,37 hours and 35 minutes,580
D15441,26783,150 hours and 46 minutes,292
D32724,25608,157 hours and 5 minutes,267
D93474,38536,119 hours and 42 minutes,645
D41426,17508,139 hours and 6 minutes,153
D83771,39963,204 hours and 27 minutes,480
D17842,25366,60 hours and 22 minutes,497
D52615,36420,232 hours and 45 minutes,370
D18984,13392,100 hours and 11 minutes,123
D41925,47045,101 hours and 58 minutes,984
D49574,5789,8 hours and 57 minutes,126
D79569,12538,69 hours and 3 minutes,138
D23788,5923,4 hours and 36 minutes,226
D33929,4137,17 hours and 55 minutes,57
D25493,44364,196 hours and 42 minutes,600
D37493,15377,104 hours and 38 minutes,146
D83314,14405,32 hours and 12 minutes,302
D81429,10011,40 hours and 26 minutes,144
D33794,26163,159 hours and 0 minutes,281
D56484,30178,120 hours and 17 minutes,453
D49893,40697,220 hours and 28 minutes,474
D55242,12672,90 hours and 58 minutes,117
D81218,28989,225 hours and 8 minutes,259
D96669,4162,30 hours and 55 minutes,38
D44691,29642,172 hours and 40 minutes,321
D66155,40623,136 hours and 17 minutes,619
D31674,26277,99 hours and 55 minutes,411
D23397,10979,51 hours and 17 minutes,143
D41252,7685,56 hours and 17 minutes,71
D29293,43129,205 hours and 6 minutes,538
D91853,20769,155 hours and 9 minutes,187
D99623,23370,106 hours and 38 minutes,296
D83525,44141,55 hours and 43 minutes,1302
D51754,26752,30 hours and 8 minutes,797
D87455,30133,48 hours and 54 minutes,686
D83153,30214,177 hours and 4 minutes,338
D23417,34501,65 hours and 24 minutes,875
D67396,35493,85 hours and 22 minutes,631
D58585,21684,39 hours and 48 minutes,478
D42641,27702,47 hours and 38 minutes,789
D37779,9866,71 hours and 29 minutes,90
D46435,8892,8 hours and 50 minutes,283
D51486,23216,118 hours and 42 minutes,277
D37686,38390,61 hours and 26 minutes,1008
D83557,33140,161 hours and 23 minutes,393
D83212,35744,257 hours and 4 minutes,341
D81216,13605,91 hours and 20 minutes,133
D52939,25430,155 hours and 38 minutes,273
D92695,39555,218 hours and 17 minutes,446
D35127,11988,54 hours and 34 minutes,154
D22156,23253,104 hours and 22 minutes,284
D18246,21726,147 hours and 46 minutes,211
D34426,48824,258 hours and 8 minutes,591
D93689,16218,96 hours and 29 minutes,175
D69861,26047,59 hours and 51 minutes,540
D81151,9835,77 hours and 25 minutes,87
D64953,9262,29 hours and 1 minutes,148
D71136,46683,240 hours and 35 minutes,566
D57166,14752,32 hours and 35 minutes,320
D82128,28660,151 hours and 13 minutes,344
D56229,33141,50 hours and 57 minutes,811
D99919,43284,180 hours and 57 minutes,579
D69675,3629,5 hours and 38 minutes,90
D23285,8023,50 hours and 45 minutes,86
D95971,48461,150 hours and 16 minutes,776
D71575,30888,109 hours and 34 minutes,512
D99214,42993,192 hours and 20 minutes,539
D51342,46703,52 hours and 50 minutes,1502
D18952,40503,124 hours and 33 minutes,687
D51169,25436,182 hours and 12 minutes,244
D21152,47567,158 hours and 28 minutes,778
D73952,17634,61 hours and 9 minutes,300
D67722,16765,35 hours and 21 minutes,401
D67488,10191,17 hours and 0 minutes,231
D45775,39921,49 hours and 58 minutes,912
D99562,8233,32 hours and 52 minutes,119
D88268,45204,139 hours and 11 minutes,678
D92388,1070,8 hours and 2 minutes,9
D92554,40091,257 hours and 54 minutes,407
D51544,12761,68 hours and 31 minutes,153
D95231,27368,113 hours and 14 minutes,366
D45329,16692,28 hours and 12 minutes,408
D63619,29625,170 hours and 57 minutes,306
D28733,11217,49 hours and 51 minutes,154
D19724,2498,3 hours and 19 minutes,56
D92599,29164,40 hours and 37 minutes,746
D33746,38511,283 hours and 53 minutes,358
D78414,43538,289 hours and 33 minutes,438
D91637,46904,127 hours and 30 minutes,890
D61293,27376,36 hours and 50 minutes,1110
D24864,38292,110 hours and 39 minutes,617
D13514,41888,96 hours and 39 minutes,816
D76818,26893,91 hours and 46 minutes,447
D12912,12768,15 hours and 40 minutes,444
D27184,XXXXXXXX,21 hours and 9 minutes,94
D93154,25298,123 hours and 16 minutes,327
D55197,16333,30 hours and 43 minutes,348
D87858,22988,131 hours and 49 minutes,251
D15874,3150,2 hours and 52 minutes,103
D54322,35688,94 hours and 5 minutes,648
D65164,37992,290 hours and 57 minutes,343
D57171,20508,99 hours and 26 minutes,259
D35184,42044,203 hours and 24 minutes,504
D19755,36439,147 hours and 5 minutes,515
D11999,28452,136 hours and 13 minutes,354
D41268,17564,132 hours and 29 minutes,161
D57321,15984,66 hours and 36 minutes,229
D78961,48382,385 hours and 35 minutes,425
D61615,38856,248 hours and 42 minutes,400
D56535,21613,164 hours and 33 minutes,192
D18344,8219,57 hours and 2 minutes,79
D11448,22135,124 hours and 53 minutes,242
D96989,6885,30 hours and 3 minutes,89
D64379,34921,215 hours and 41 minutes,362
